video_id,main_topic,content_type,nj_relevance_score,local_vs_universal,influencer,is_news_type,is_informative,is_nj_focused
7559229729874677005,New Jersey shore inlet,lifestyle,0.9,regional,Kate Watt Photo,False,False,True
7560003198497344823,Spring Lake Halloween content,lifestyle,0.8,local,Kate Watt Photo,False,False,True
7560808768842272013,Jersey Shore exclamation reaction,reaction,0.7,regional,Kate Watt Photo,False,False,True
7561144931352317197,Post-storm coastal conditions,news,0.9,regional,Kate Watt Photo,True,False,True
7561896279777840439,Jersey Shore seasonal celebration,lifestyle,0.9,regional,Kate Watt Photo,False,False,True
7562322809687526669,Point Pleasant location showcase,lifestyle,0.9,local,Kate Watt Photo,False,False,True
7562615136855379214,Jersey Shore location comparison,opinion,0.95,local,Kate Watt Photo,True,False,True
7563070901160283405,iPhone camera quality demonstration,promotion,0.7,regional,Kate Watt Photo,False,False,True
7564061403867254030,Jersey Shore visual content,lifestyle,0.9,regional,Kate Watt Photo,False,False,True
7565249404752497934,Bass fishing season announcement,lifestyle,0.9,regional,Kate Watt Photo,False,False,True
7566735408906669326,Hurricane Sandy 13th Anniversary,news,1.0,regional,Kate Watt Photo,True,False,True
7567396431854619917,New Jersey storm event,news,0.9,regional,Kate Watt Photo,True,False,True
7567410197564607758,Halloween celebration content,lifestyle,0.7,regional,Kate Watt Photo,False,False,True
7568175863074786574,Jersey Shore weather showcase,lifestyle,0.8,regional,Kate Watt Photo,False,False,True
7568177602259635470,New Jersey weather enjoyment,lifestyle,0.8,regional,Kate Watt Photo,False,False,True
7568261760168365326,Early winter sunset disappointment,lifestyle,0.7,regional,Kate Watt Photo,False,False,True
7568635415003991310,Jersey Shore emotional reaction,reaction,0.8,regional,Kate Watt Photo,False,False,True
7569019425081265439,Jersey Shore reaction content,reaction,0.8,regional,Kate Watt Photo,False,False,True
7569293076540214541,Jersey Shore scenic beauty,lifestyle,0.9,regional,Kate Watt Photo,False,False,True
7569403645951872270,Moon at Jersey Shore,lifestyle,0.9,regional,Kate Watt Photo,False,False,True
7570370549004635405,Wildlife rescue or animal sighting,news,0.8,regional,Kate Watt Photo,True,False,True
7570448468355894542,Jersey Shore weather conditions,lifestyle,0.8,regional,Kate Watt Photo,False,False,True
7570798993379298573,Jersey Shore scenery showcase,lifestyle,0.9,regional,Kate Watt Photo,False,False,True
7571207836038909197,Rain appreciation Jersey Shore,lifestyle,0.8,regional,Kate Watt Photo,False,False,True
7571603544281828621,New Jersey seasonal weather patterns,lifestyle,0.9,regional,Kate Watt Photo,False,False,True
7571672286802103566,Jersey Shore visual spectacle,reaction,0.9,regional,Kate Watt Photo,False,False,True
7571686425314250039,Jersey Shore scenic content,lifestyle,0.9,regional,Kate Watt Photo,False,False,True
7573041570077871373,Jersey Shore reaction content,reaction,0.8,regional,Kate Watt Photo,False,False,True
7498479744388746539,Fashion color trends commentary,opinion,0.0,universal,Keri Fay,True,False,False
7505928567276997930,Home decor ottoman recommendations,lifestyle,0.1,universal,Keri Fay,False,True,False
7511090884528688430,Spring fashion styling basics,lifestyle,0.0,universal,Keri Fay,False,True,False
7512584735009475886,Hair styling tutorial,educational,0.0,universal,Keri Fay,True,True,False
7522862268732673293,Travel packing tips,lifestyle,0.1,universal,Keri Fay,False,True,False
7529650211501690125,Summer capsule wardrobe styling,lifestyle,0.1,universal,Keri Fay,False,True,False
7535222511961787703,First garden harvest results,lifestyle,0.7,regional,Keri Fay,False,False,True
7546960241120857358,Hair care routine tutorial,lifestyle,0.1,universal,Keri Fay,False,True,False
7552195688797359373,Fall fashion wardrobe essentials,lifestyle,0.1,universal,Keri Fay,False,True,False
7560055947561815310,Teen pregnancy social expectations,opinion,0.1,universal,Keri Fay,True,False,False
7566382062643465486,Fall denim fashion styling,lifestyle,0.1,universal,Keri Fay,False,True,False
7463236008100908331,Mediterranean restaurant review,promotion,0.9,local,lexlivinglife - NJ Eats,False,False,True
7465833877605551402,New Indian restaurant review,promotion,0.9,local,lexlivinglife - NJ Eats,False,False,True
7470308277247692074,NJ nutrition store promotion,promotion,0.9,regional,lexlivinglife - NJ Eats,False,False,True
7475495344344665387,New revolving sushi restaurant,promotion,1.0,local,lexlivinglife - NJ Eats,False,False,True
7481405298880695595,NJ cookie recommendation review,lifestyle,0.9,local,lexlivinglife - NJ Eats,False,False,True
7483666837255965998,Korean BBQ restaurant review,lifestyle,0.9,local,lexlivinglife - NJ Eats,False,False,True
7485146050005601582,Free taco restaurant promotion,promotion,0.9,regional,lexlivinglife - NJ Eats,False,False,True
7488192222475898158,New Korean supermarket opening,lifestyle,0.9,local,lexlivinglife - NJ Eats,False,True,True
7490235023312932138,Warwick Chocolate Company review,lifestyle,0.7,regional,lexlivinglife - NJ Eats,False,False,True
7490583074065976619,New Jersey morning lifestyle content,lifestyle,0.9,regional,lexlivinglife - NJ Eats,False,False,True
7492182523313720619,New Mediterranean restaurant review,lifestyle,0.9,local,lexlivinglife - NJ Eats,False,True,True
7494406737353592106,Jersey City restaurant review,promotion,1.0,local,lexlivinglife - NJ Eats,False,False,True
7497016030120807726,New Jersey brunch restaurant,lifestyle,1.0,local,lexlivinglife - NJ Eats,False,False,True
7498472903911001390,Trader Joe's grocery haul,lifestyle,0.7,regional,lexlivinglife - NJ Eats,False,False,True
7500376770835664170,New Jersey REAL ID procrastination,lifestyle,0.9,regional,lexlivinglife - NJ Eats,False,False,True
7502508068236741930,New Jersey restaurant review,promotion,0.9,regional,lexlivinglife - NJ Eats,False,False,True
7507085288234339630,Restaurant food review crepe,lifestyle,0.9,local,lexlivinglife - NJ Eats,False,True,True
7510004718144474410,New Jersey State Pride,lifestyle,1.0,local,lexlivinglife - NJ Eats,False,False,True
7512581621057473834,New Jersey restaurant nightlife,promotion,0.9,local,lexlivinglife - NJ Eats,False,False,True
7520412753287286029,New Jersey restaurant review,promotion,0.9,local,lexlivinglife - NJ Eats,False,False,True
7522224799561649463,Gluten-free restaurant review,lifestyle,0.9,local,lexlivinglife - NJ Eats,False,False,True
7524439691337288973,New Jersey restaurant review,promotion,1.0,local,lexlivinglife - NJ Eats,False,False,True
7525201786789956919,New Jersey taco restaurant review,lifestyle,0.9,local,lexlivinglife - NJ Eats,False,False,True
7525590040580328759,New Jersey Italian restaurant review,lifestyle,1.0,local,lexlivinglife - NJ Eats,False,False,True
7526245537058688269,Latin Food Festival Promotion,promotion,0.9,local,lexlivinglife - NJ Eats,False,False,True
7527438423821454647,New Jersey restaurant review,lifestyle,1.0,local,lexlivinglife - NJ Eats,False,False,True
7528187215952792845,New Jersey dessert shop,promotion,1.0,local,lexlivinglife - NJ Eats,False,True,True
7531740219230473485,New Jersey restaurant recommendations,lifestyle,1.0,local,lexlivinglife - NJ Eats,False,False,True
7531894008235314446,New Jersey grocery shopping experience,lifestyle,0.8,regional,lexlivinglife - NJ Eats,False,False,True
7532139343251508494,Viral Cuban coffee review,lifestyle,0.9,local,lexlivinglife - NJ Eats,False,False,True
7536328759385918733,New Jersey summer activities,lifestyle,0.9,regional,lexlivinglife - NJ Eats,False,False,True
7537445795046493453,New Jersey halal restaurant,promotion,1.0,local,lexlivinglife - NJ Eats,False,False,True
7549980508583775501,Jersey City food review,lifestyle,0.9,local,lexlivinglife - NJ Eats,False,False,True
7551189378253507895,Dog training service recommendation,promotion,0.9,local,lexlivinglife - NJ Eats,False,False,True
7551586901870824718,Pizza Hut food review,opinion,0.3,universal,lexlivinglife - NJ Eats,True,False,False
7557205176797482254,Halloween events New Jersey,promotion,1.0,local,lexlivinglife - NJ Eats,False,True,True
7557856624203861262,New Jersey restaurant recommendation,promotion,0.9,regional,lexlivinglife - NJ Eats,False,False,True
7558240338431708430,New Jersey plastic bag ban,lifestyle,1.0,local,lexlivinglife - NJ Eats,False,False,True
7558600590100598071,NJ head spa review,promotion,0.9,local,lexlivinglife - NJ Eats,False,True,True
7559339552683363639,New Jersey Palestinian cafe recommendation,lifestyle,1.0,local,lexlivinglife - NJ Eats,False,False,True
7569467090516626743,New Jersey restaurant review,lifestyle,0.9,local,lexlivinglife - NJ Eats,False,False,True
7571232920820616462,New halal burger restaurant,promotion,0.9,local,lexlivinglife - NJ Eats,False,False,True
7573013799234571533,Holiday pop-up restaurant promotion,promotion,0.9,local,lexlivinglife - NJ Eats,False,False,True
7573317327844904247,Al Basha Mediterranean restaurant review,lifestyle,0.9,local,lexlivinglife - NJ Eats,False,False,True
7574109262004161806,New Jersey morning greeting,lifestyle,0.8,regional,lexlivinglife - NJ Eats,False,False,True
MS4wLjABAAAA6K0dgx5KVgCouC3nBWF3rdylo5vFuMsabqmlD3YzTH911j8ap7ocm6F66K3KSFf5,Unable to determine content,other,0.7,local,lexlivinglife - NJ Eats,False,False,True
7453208360343571755,Hanukkah hostage solidarity campaign,opinion,0.1,universal,Lynn Hazan-Bush lynnhazan_,True,False,False
7455782452724763947,Restaurant recommendation review,lifestyle,0.9,local,Lynn Hazan-Bush lynnhazan_,False,False,True
7464686291364482347,Cultural identity and humor,opinion,0.1,universal,Lynn Hazan-Bush lynnhazan_,True,False,False
7478811814462246190,Medical history Jewish contributions,educational,0.1,universal,Lynn Hazan-Bush lynnhazan_,True,True,False
7511803274257878315,Baby product spending advice,opinion,0.0,universal,Lynn Hazan-Bush lynnhazan_,True,False,False
7533265545232190734,Jewish pride and resilience,opinion,0.2,universal,Lynn Hazan-Bush lynnhazan_,True,False,False
7567011765012155703,My Cousin Vinny movie praise,opinion,0.2,universal,Lynn Hazan-Bush lynnhazan_,True,False,False
7513610868043631915,Puerto Rican Day Parade,lifestyle,0.7,regional,madewithsaz0n Elena Gergis,False,False,True
7518583390325542199,Local ice cream collaboration,promotion,0.9,local,madewithsaz0n Elena Gergis,False,False,True
7524906262606138679,Puerto Rican hot dog recipe,educational,0.2,universal,madewithsaz0n Elena Gergis,True,False,False
7524906846436609294,Restaurant recommendation in Edgewater,lifestyle,0.9,local,madewithsaz0n Elena Gergis,False,False,True
7530082926088817934,Sicilian pizza recommendation Hoboken,lifestyle,0.9,local,madewithsaz0n Elena Gergis,False,False,True
7530482636117036301,Rice cooking tutorial tips,educational,0.1,universal,madewithsaz0n Elena Gergis,True,True,False
7531850247497059597,Plantain cooking tutorial,educational,0.1,universal,madewithsaz0n Elena Gergis,True,True,False
7534904991723556110,Puerto Rican steak sandwich recipe,educational,0.3,universal,madewithsaz0n Elena Gergis,True,False,False
7544090198540291342,Homemade sazon seasoning recipe,educational,0.1,universal,madewithsaz0n Elena Gergis,True,False,False
7546783072788712759,Dominican food recipe tutorial,educational,0.2,universal,madewithsaz0n Elena Gergis,True,False,False
7561279812367600910,Trader Joe's recipe review,opinion,0.1,universal,madewithsaz0n Elena Gergis,True,True,False
7569774544332918029,Cuban Picadillo Recipe Tutorial,educational,0.1,universal,madewithsaz0n Elena Gergis,True,True,False
7438422051146403118,Indoor playground recommendation,promotion,1.0,local,marmodernvibes,False,False,True
7438801397430193451,Orange NJ cafe recommendation,lifestyle,0.9,local,marmodernvibes,False,False,True
7439086642813603115,Coffee shop review,lifestyle,0.9,local,marmodernvibes,False,False,True
7441352297772387630,Local bookstore café promotion,promotion,0.9,local,marmodernvibes,False,False,True
7443499437030198574,Morris County holiday coffee drinks,lifestyle,0.9,local,marmodernvibes,False,False,True
7444304958910123310,Local dessert shop recommendation,promotion,0.9,local,marmodernvibes,False,False,True
7445270569525890350,New Jersey holiday coffee reviews,lifestyle,0.9,local,marmodernvibes,False,False,True
7450182491891240238,Local holiday venue promotion,promotion,0.9,local,marmodernvibes,False,False,True
7455543611350846762,NJ coffee shop recommendation,lifestyle,0.9,local,marmodernvibes,False,False,True
7462561075796512046,Local bookstore recommendation,lifestyle,0.9,local,marmodernvibes,False,False,True
7462563299373403438,Kids party venue recommendation,promotion,0.9,local,marmodernvibes,False,False,True
7463489291667393838,New Jersey coffee shop recommendations,lifestyle,0.95,regional,marmodernvibes,False,False,True
7465853462203370794,NJ Italian restaurant review,promotion,0.9,local,marmodernvibes,False,False,True
7466906093877464366,New Jersey coffee shop recommendations,lifestyle,0.9,regional,marmodernvibes,False,False,True
7469512053267483947,Somerset cafe promotion,promotion,0.9,local,marmodernvibes,False,False,True
7471712701316713770,New Jersey aesthetic cafés,lifestyle,1.0,local,marmodernvibes,False,False,True
7472161866714762542,New Jersey restaurant recommendation,promotion,0.9,local,marmodernvibes,False,False,True
7472877629578775854,Local cafe promotion,promotion,0.9,local,marmodernvibes,False,False,True
7473938339125677355,French café restaurant review,lifestyle,0.9,local,marmodernvibes,False,False,True
7474713181563227438,New Jersey coffee shop recommendations,lifestyle,1.0,local,marmodernvibes,False,False,True
7475873723707428138,NJ indoor play spaces,lifestyle,1.0,local,marmodernvibes,False,False,True
7479945096515898666,New Jersey floral cafés,lifestyle,1.0,local,marmodernvibes,False,False,True
7481112552802422062,New Syrian café review,promotion,0.9,local,marmodernvibes,False,False,True
7484772823236349230,New Jersey Coffee Festival,lifestyle,1.0,local,marmodernvibes,False,False,True
7488474637731482926,NJ cafe recommendation,promotion,0.9,local,marmodernvibes,False,False,True
7489883578315181354,NJ Instagrammable floral cafés,lifestyle,1.0,local,marmodernvibes,False,False,True
7500161119517199662,Just Salad menu promotion,promotion,0.8,regional,marmodernvibes,False,False,True
7502558860788632878,New coffee shop opening,promotion,0.9,local,marmodernvibes,False,False,True
7503980104662420779,New Jersey coffee shop promotion,promotion,0.9,local,marmodernvibes,False,False,True
7521028108942675231,New Jersey coffee shop recommendations,lifestyle,1.0,local,marmodernvibes,False,False,True
7523353503171939615,New Jersey coffee shops,lifestyle,1.0,local,marmodernvibes,False,True,True
7532322015257054495,New Jersey tropical coffee shops,lifestyle,1.0,local,marmodernvibes,False,True,True
7532912259153120542,NJ work-friendly coffee shops,lifestyle,0.95,local,marmodernvibes,False,False,True
7533355230721805599,New Jersey brunch spots,lifestyle,1.0,local,marmodernvibes,False,False,True
7533958089142258975,New Jersey aesthetic coffee shops,lifestyle,1.0,local,marmodernvibes,False,False,True
7536348008531725599,New Jersey coffee shop discovery,lifestyle,0.9,regional,marmodernvibes,False,False,True
7536725043263311134,Hackensack cafe recommendation,promotion,0.9,local,marmodernvibes,False,False,True
7537031353439718686,Restaurant review and recommendation,promotion,0.9,local,marmodernvibes,False,False,True
7537398157316066590,New Jersey coffee shop recommendations,lifestyle,1.0,local,marmodernvibes,False,False,True
7537414680709565727,Italian restaurant promotion,promotion,0.9,local,marmodernvibes,False,False,True
7538445511670467871,North Jersey independent bookstores,lifestyle,0.9,regional,marmodernvibes,False,True,True
7539621305209851167,New Jersey coffee shop recommendations,lifestyle,1.0,local,marmodernvibes,False,False,True
7541874235644448030,Fair Lawn community scavenger hunt,promotion,0.95,local,marmodernvibes,False,False,True
7553772943281605918,NJ fall coffee and farms,lifestyle,1.0,local,marmodernvibes,False,True,True
7560388121691573535,New Jersey coffee shop recommendations,lifestyle,1.0,local,marmodernvibes,False,False,True
7564213191543164190,New Jersey coffee culture,lifestyle,0.8,regional,marmodernvibes,False,False,True
7560484437302054199,Hoagie versus sub terminology debate,opinion,0.9,regional,megthings_,True,False,True
7560484680009616654,Regional food terminology debate,opinion,0.9,regional,megthings_,True,False,True
7560878518800862477,NJ restaurant recommendation,lifestyle,1.0,local,megthings_,False,False,True
7561449502943628599,Chef Morimoto omakase restaurant,promotion,0.9,local,megthings_,False,False,True
7562187334238620983,Marshall's HomeGoods food shopping,opinion,0.2,universal,megthings_,True,False,False
7563382425020009741,Group dinner bill splitting etiquette,opinion,0.8,regional,megthings_,True,False,True
7563683764736511246,Women supporting women entrepreneurs,opinion,0.1,universal,megthings_,True,False,False
7564163040304844087,New Jersey regional rankings,entertainment,1.0,local,megthings_,False,False,True
7564869884874591543,Dollar Donuts Howell NJ,lifestyle,0.9,local,megthings_,False,False,True
7564967921454238989,Bruce Springsteen movie recommendation,promotion,0.9,regional,megthings_,False,False,True
7566093517672500493,New Jersey hotel recommendation,promotion,1.0,regional,megthings_,False,False,True
7566818691535441165,Pennsylvania buffet restaurant review,lifestyle,0.7,regional,megthings_,False,False,True
7568281679815609655,Lancaster PA weekend getaway,promotion,0.8,regional,megthings_,False,False,True
7568634870025489678,Restaurant recommendation review,lifestyle,1.0,local,megthings_,False,False,True
7568965094470667533,Cold cuts as protein snacks,lifestyle,0.8,regional,megthings_,False,False,True
7569322605161762061,NJ restaurant food recommendation,lifestyle,0.95,local,megthings_,False,False,True
7569618336347098382,Coffee product review,promotion,0.8,local,megthings_,False,False,True
7569678737160047927,New Jersey pizzeria review,lifestyle,0.95,regional,megthings_,False,False,True
7570058667345644855,Travel packing tutorial,lifestyle,0.1,universal,megthings_,False,True,False
7570871828336364814,NJ holiday restaurant recommendation,promotion,1.0,local,megthings_,False,False,True
7571656337998826765,New Jersey consignment shopping,lifestyle,0.95,local,megthings_,False,False,True
7572382798657359118,New Jersey pizza recommendations,lifestyle,1.0,regional,megthings_,False,False,True
7572686428824554807,New Jersey regional identity debate,entertainment,1.0,local,megthings_,False,False,True
7573107350408564023,New Jersey recommendations request,lifestyle,1.0,local,megthings_,False,False,True
7573696156014759182,New Jersey coffee routine,lifestyle,0.9,local,megthings_,False,False,True
7573719495986908429,Community food drive event,promotion,0.9,local,megthings_,False,False,True
7574183463901809933,New Jersey restaurant expansion,promotion,1.0,local,megthings_,False,False,True
7574459820913282318,NY vs NJ food comparison,opinion,0.9,regional,megthings_,True,False,True
7574545120704335159,Wawa convenience store experience,lifestyle,0.9,regional,megthings_,False,False,True
7548547867309280542,Teacher mental health struggles,opinion,0.2,universal,myteacherface Jessica Hawk,True,False,False
7549249842426498334,Celebrating great teachers,educational,0.1,universal,myteacherface Jessica Hawk,True,False,False
7549252567025454366,Teacher appreciation and recognition,educational,0.2,universal,myteacherface Jessica Hawk,True,False,False
7549260325346954526,Celebrating great teachers,educational,0.2,universal,myteacherface Jessica Hawk,True,False,False
7549946922853764383,Honoring great teachers,educational,0.2,universal,myteacherface Jessica Hawk,True,False,False
7551520082401299743,Favorite book first page,educational,0.1,universal,myteacherface Jessica Hawk,True,False,False
7551835337685863710,Teaching literature classroom content,educational,0.1,universal,myteacherface Jessica Hawk,True,False,False
7552225731447688479,Teacher appreciation and recognition,educational,0.1,universal,myteacherface Jessica Hawk,True,False,False
7553424333616499999,TEAL organization survey promotion,promotion,0.7,regional,myteacherface Jessica Hawk,False,False,True
7553733716678331679,Large educational event attendance,opinion,0.3,universal,myteacherface Jessica Hawk,True,False,False
7554803936159419679,Teacher appreciation and impact,educational,0.2,universal,myteacherface Jessica Hawk,True,False,False
7559311344604908831,Teacher creativity and education reform,opinion,0.2,universal,myteacherface Jessica Hawk,True,False,False
7559588887442509087,New Jersey gubernatorial election reproductive rights,opinion,0.9,local,myteacherface Jessica Hawk,True,False,True
7562323677342223647,Literature lesson video tutorial,educational,0.1,universal,myteacherface Jessica Hawk,True,False,False
7562326974195174686,Teaching literature analysis lesson,educational,0.1,universal,myteacherface Jessica Hawk,True,False,False
7562329597824519455,Literature education lesson content,educational,0.1,universal,myteacherface Jessica Hawk,True,False,False
7562333731420261662,Literature education lesson,educational,0.1,universal,myteacherface Jessica Hawk,True,False,False
7562336481533021471,Teaching literature analysis lesson,educational,0.3,universal,myteacherface Jessica Hawk,True,False,False
7562341369633705246,Literature education lesson,educational,0.1,universal,myteacherface Jessica Hawk,True,False,False
7562345360916614431,Literature education lesson,educational,0.1,universal,myteacherface Jessica Hawk,True,False,False
7562347272986496287,Literature education lesson,educational,0.1,universal,myteacherface Jessica Hawk,True,False,False
7563377447295651102,Virginia election advocacy,opinion,0.1,regional,myteacherface Jessica Hawk,True,False,False
7563793806970096926,Educator blame and criticism,opinion,0.2,universal,myteacherface Jessica Hawk,True,False,False
7564858557376531743,Pennsylvania judicial retention election,opinion,0.2,regional,myteacherface Jessica Hawk,True,False,False
7565969781271088415,Youth voter turnout encouragement,educational,0.7,regional,myteacherface Jessica Hawk,True,False,True
7569681469627501854,Teacher appreciation at university,educational,0.8,regional,myteacherface Jessica Hawk,True,False,True
7570107473617620255,Great teachers impact stories,educational,0.9,regional,myteacherface Jessica Hawk,True,False,True
7570657467651132703,US air travel disruptions,opinion,0.2,national,myteacherface Jessica Hawk,True,False,False
7571564356312337694,Celebrating favorite university teachers,educational,0.8,regional,myteacherface Jessica Hawk,True,False,True
7571565468436253982,Hindu temple tourism recommendation,lifestyle,0.9,regional,myteacherface Jessica Hawk,False,False,True
7572619245461327135,Unclear contextual message,opinion,0.1,universal,myteacherface Jessica Hawk,True,False,False
7574162101225180447,Political frustration with electorate,opinion,0.2,national,myteacherface Jessica Hawk,True,False,False
7110252210780638510,Portugal Parade Cultural Celebration,news,0.9,local,NewarkNJblog,True,False,True
7232037197258591534,Newark historical footage 1929,educational,1.0,local,NewarkNJblog,True,True,True
7233140426599861547,Newark Sunday lifestyle content,lifestyle,1.0,local,NewarkNJblog,False,False,True
7234652735218388270,Historic mansion restoration showcase,promotion,1.0,local,NewarkNJblog,False,False,True
7366396123201670443,Historic mansion restoration Newark,educational,0.95,local,NewarkNJblog,True,False,True
7372020273731652910,Newark apartment building completion,news,1.0,local,NewarkNJblog,True,True,True
7381514823193890090,NJPAC outdoor concert series,promotion,0.9,local,NewarkNJblog,False,False,True
7487314029900320030,Newark spring seasonal beauty,lifestyle,1.0,local,NewarkNJblog,False,False,True
7552552612235644190,Newark community music festival,lifestyle,0.95,local,NewarkNJblog,False,False,True
7073648520628096299,High school basketball performance,news,0.9,local,NJ Athletics,True,False,True
7075131762350837034,New Jersey high school basketball championship,news,1.0,local,NJ Athletics,True,False,True
7076272035990605099,High school football athlete spotlight,promotion,0.8,local,NJ Athletics,False,False,True
7078002960420359470,Roselle Catholic basketball championship,news,1.0,local,NJ Athletics,True,False,True
7081795166180248875,New Jersey basketball content,entertainment,0.8,regional,NJ Athletics,False,False,True
7083228151127559467,High school football recruitment,entertainment,0.9,regional,NJ Athletics,False,False,True
7084021409671875883,Athletic performance highlight showcase,entertainment,0.7,regional,NJ Athletics,False,False,True
7084367440146189611,Athlete winning prize money,entertainment,0.8,local,NJ Athletics,False,False,True
7085789388965170475,DJ Wagner basketball highlight,entertainment,0.7,regional,NJ Athletics,False,False,True
7094080227508243755,NFL Draft player announcement,news,0.7,regional,NJ Athletics,True,False,True
7110720064885902638,High school football recruitment,news,0.9,local,NJ Athletics,True,False,True
7111434477305548078,Basketball player highlight,entertainment,0.7,regional,NJ Athletics,False,False,True
7114332222986964270,MLB player hometown achievement,news,0.9,regional,NJ Athletics,True,False,True
7121740076320656686,New Jersey high school football,entertainment,0.9,local,NJ Athletics,False,False,True
7122565897356741934,High school football highlight,entertainment,0.8,regional,NJ Athletics,False,False,True
7123703226678955306,Basketball buzzer beater shot,entertainment,0.7,regional,NJ Athletics,False,False,True
7126614531950365998,Sports season preparation hype,entertainment,0.7,regional,NJ Athletics,False,False,True
7140367959314173226,High school football highlight,entertainment,0.9,local,NJ Athletics,False,False,True
7140752824878714158,Athletic performance highlight,entertainment,0.7,regional,NJ Athletics,False,False,True
7140827733264846122,High school football highlight,entertainment,0.9,local,NJ Athletics,False,False,True
7141928349559033130,High school athlete performance,news,0.8,local,NJ Athletics,True,False,True
7142633927600049450,High school football highlight,entertainment,0.8,regional,NJ Athletics,False,False,True
7148808751158414634,Football hit highlight,entertainment,0.7,regional,NJ Athletics,False,False,True
7150722900033572142,Sports highlight featuring Yasin,entertainment,0.8,regional,NJ Athletics,False,False,True
7174427650423835947,High school football farewell,entertainment,0.8,local,NJ Athletics,False,False,True
7469818085524983070,Kyrie Irving Basketball Content,entertainment,0.8,regional,NJ Hoop Recruit,False,False,True
7471396906875309343,New Jersey basketball recruitment,entertainment,0.9,regional,NJ Hoop Recruit,False,False,True
7471651687338380575,Basketball recruitment highlight showcase,entertainment,0.9,regional,NJ Hoop Recruit,False,False,True
7475460915295456543,New Jersey high school basketball rankings,news,1.0,regional,NJ Hoop Recruit,True,False,True
7476280326696815903,Basketball recruitment collaboration,promotion,0.9,regional,NJ Hoop Recruit,False,False,True
7480371390374350111,High school basketball controversy,news,1.0,local,NJ Hoop Recruit,True,False,True
7480945423188888863,Basketball team coordination drill,entertainment,0.8,regional,NJ Hoop Recruit,False,False,True
7481150707115068703,Basketball recruitment revenge narrative,entertainment,0.9,regional,NJ Hoop Recruit,False,False,True
7484653571993111838,New Jersey March Madness basketball,entertainment,0.9,regional,NJ Hoop Recruit,False,False,True
7485056191068982559,Basketball player endorsement tribute,entertainment,0.8,regional,NJ Hoop Recruit,False,False,True
7489852249817009438,Basketball player recognition spotlight,promotion,0.8,regional,NJ Hoop Recruit,False,False,True
7490645520206023966,Basketball player recruitment promotion,promotion,0.8,regional,NJ Hoop Recruit,False,False,True
7491489329659890975,Basketball merchandise collaboration,promotion,0.8,regional,NJ Hoop Recruit,False,False,True
7493936388279258399,Jay Williams basketball career profile,educational,0.8,regional,NJ Hoop Recruit,True,False,True
7494328456147176734,Kyle Anderson NBA journey,educational,0.9,regional,NJ Hoop Recruit,True,False,True
7496194618313215263,Basketball comeback documentary promotion,promotion,0.9,local,NJ Hoop Recruit,False,False,True
7498878459456867615,Basketball skill level comparison,entertainment,0.7,regional,NJ Hoop Recruit,False,False,True
7499206016823840031,Bob Hurley basketball legacy,opinion,0.95,regional,NJ Hoop Recruit,True,False,True
7499825814033272094,New Jersey basketball player highlight,promotion,0.9,regional,NJ Hoop Recruit,False,False,True
7500760539078085918,New Jersey basketball recruitment,opinion,1.0,regional,NJ Hoop Recruit,True,False,True
7503003658594897182,Basketball summer preparation motivation,lifestyle,0.8,regional,NJ Hoop Recruit,False,False,True
7512088845236636958,New Jersey basketball recruiting,promotion,0.9,regional,NJ Hoop Recruit,False,False,True
7519935906514504991,Dylan Harper NBA Draft,news,0.8,regional,NJ Hoop Recruit,True,False,True
7524895594159033630,Basketball player highlight showcase,entertainment,0.8,regional,NJ Hoop Recruit,False,False,True
7526214922393423134,Basketball recruitment content,other,0.9,regional,NJ Hoop Recruit,False,False,True
7528140741315530015,Summer basketball controversy debate,opinion,0.9,regional,NJ Hoop Recruit,True,False,True
7530007002282609951,New Jersey basketball talent,educational,0.95,regional,NJ Hoop Recruit,True,False,True
7530311425059753246,Tim Thomas basketball legend,educational,0.9,regional,NJ Hoop Recruit,True,False,True
7530868896367250719,New Jersey basketball nostalgia,entertainment,0.9,regional,NJ Hoop Recruit,False,False,True
7531884932621208862,Vince Carter basketball highlights,entertainment,0.8,regional,NJ Hoop Recruit,False,False,True
7533468185400528158,Basketball recruiting content,other,0.8,regional,NJ Hoop Recruit,False,False,True
7535129055625006366,Basketball recruiting content,entertainment,0.8,regional,NJ Hoop Recruit,False,False,True
7537069014493826334,Basketball merchandise promotion,promotion,0.8,regional,NJ Hoop Recruit,False,False,True
7538300717623201054,Basketball recruiting announcement teaser,promotion,0.8,regional,NJ Hoop Recruit,False,False,True
7538972940126129438,Basketball player tribute/highlight,entertainment,0.7,regional,NJ Hoop Recruit,False,False,True
7539238770307042590,Basketball team relationship dynamics,entertainment,0.8,regional,NJ Hoop Recruit,False,False,True
7539936592849390878,JR Smith basketball origin story,educational,0.9,regional,NJ Hoop Recruit,True,False,True
7553450877550398750,LeBron James New Jersey preview,entertainment,0.8,regional,NJ Hoop Recruit,False,False,True
7559263013958683934,Youth basketball tournament promotion,promotion,0.9,regional,NJ Hoop Recruit,False,False,True
7559577105072213279,High school basketball rankings,news,0.9,regional,NJ Hoop Recruit,True,False,True
7560870905438637343,New Jersey basketball talent promotion,promotion,1.0,regional,NJ Hoop Recruit,False,False,True
7564389606909693214,New Jersey basketball talent,educational,1.0,local,NJ Hoop Recruit,True,False,True
7569749788137131295,Lenny Cooke basketball history,educational,0.9,regional,NJ Hoop Recruit,True,True,True
