video_id,influencer,platform,sentiment_score,sentiment_label,primary_emotion,secondary_emotion,formality,energy_level,humor_level,rhetorical_mode,authenticity_score,controversy_potential,shareability_score,confidence
MS4wLjABAAAAdVdh7kg6kULLkZam5p8pCNyqFTFTjpiODtGhqIsfgz45UlJDY3xZ,Kate Watt Photo,tiktok,0.0,neutral,unknown,unknown,professional,low,0.0,informative,0.5,0.0,0.0,0.15
7498479744388746539,Keri Fay,tiktok,0.65,positive,joy,surprise,casual,high,0.7,entertaining,0.75,0.15,0.8,0.82
7499612057075977518,Keri Fay,tiktok,0.75,very_positive,joy,anticipation,casual,high,0.25,persuasive,0.65,0.05,0.8,0.72
7502199970284571947,Keri Fay,tiktok,0.85,very_positive,joy,trust,conversational,high,0.6,entertaining,0.82,0.0,0.88,0.87
7503690432547753258,Keri Fay,tiktok,0.82,very_positive,joy,anticipation,conversational,high,0.3,inspirational,0.68,0.05,0.82,0.85
7505928567276997930,Keri Fay,tiktok,0.65,positive,trust,anticipation,conversational,moderate,0.3,persuasive,0.75,0.05,0.8,0.82
7509231511250488619,Keri Fay,tiktok,0.85,very_positive,joy,surprise,casual,very_high,0.2,entertaining,0.75,0.05,0.82,0.85
7510612687873641770,Keri Fay,tiktok,0.75,positive,joy,anticipation,casual,high,0.65,entertaining,0.72,0.05,0.82,0.85
7511090884528688430,Keri Fay,tiktok,0.75,positive,joy,anticipation,casual,moderate,0.3,informative,0.65,0.0,0.78,0.82
7512584735009475886,Keri Fay,tiktok,0.75,positive,anticipation,joy,casual,high,0.3,informative,0.65,0.05,0.8,0.6
7514816173712657706,Keri Fay,tiktok,0.85,very_positive,joy,anticipation,casual,very_high,0.3,persuasive,0.65,0.05,0.88,0.82
7517298745772379406,Keri Fay,tiktok,0.85,very_positive,joy,anticipation,casual,very_high,0.3,entertaining,0.55,0.15,0.8,0.78
7518905556682247437,Keri Fay,tiktok,0.75,positive,joy,anticipation,casual,high,0.4,inspirational,0.65,0.05,0.8,0.7
7520369031925320974,Keri Fay,tiktok,0.85,very_positive,joy,anticipation,casual,high,0.2,entertaining,0.7,0.0,0.88,0.82
7522232830261284109,Keri Fay,tiktok,0.75,positive,anticipation,joy,conversational,high,0.3,persuasive,0.65,0.05,0.8,0.72
7522862268732673293,Keri Fay,tiktok,0.82,very_positive,joy,anticipation,conversational,high,0.25,informative,0.72,0.05,0.88,0.84
7524828998296259854,Keri Fay,tiktok,0.75,positive,anticipation,joy,casual,high,0.1,persuasive,0.55,0.05,0.8,0.78
7527808642335264014,Keri Fay,tiktok,0.75,positive,anticipation,joy,conversational,high,0.2,persuasive,0.65,0.05,0.8,0.78
7529650211501690125,Keri Fay,tiktok,0.75,positive,anticipation,joy,conversational,high,0.2,informative,0.65,0.05,0.8,0.72
7534483775456021774,Keri Fay,tiktok,0.85,very_positive,joy,surprise,casual,very_high,0.4,entertaining,0.65,0.05,0.88,0.78
7535222511961787703,Keri Fay,tiktok,0.75,positive,joy,surprise,casual,moderate,0.3,entertaining,0.8,0.05,0.72,0.78
7537802842875202871,Keri Fay,tiktok,0.72,positive,joy,sadness,conversational,high,0.1,inspirational,0.78,0.15,0.88,0.85
7538173037128977719,Keri Fay,tiktok,0.78,very_positive,joy,anticipation,conversational,high,0.15,inspirational,0.68,0.05,0.82,0.85
7538821635881569549,Keri Fay,tiktok,0.85,very_positive,anticipation,joy,conversational,high,0.3,informative|persuasive|entertaining,0.65,0.05,0.85,0.82
7541149294007487757,Keri Fay,tiktok,0.75,positive,joy,anticipation,casual,high,0.3,entertaining,0.72,0.05,0.78,0.74
7542648853464403213,Keri Fay,tiktok,0.35,positive,anticipation,joy,casual,moderate,0.65,entertaining,0.72,0.05,0.78,0.81
7543400097053150478,Keri Fay,tiktok,0.75,positive,joy,trust,casual,moderate,0.3,informative,0.65,0.05,0.78,0.68
7544011833473010958,Keri Fay,tiktok,0.75,positive,anticipation,joy,conversational,high,0.2,persuasive,0.55,0.05,0.72,0.82
7545997615847034125,Keri Fay,tiktok,0.85,very_positive,joy,anticipation,conversational,high,0.2,inspirational,0.65,0.05,0.82,0.78
7546960241120857358,Keri Fay,tiktok,0.75,positive,joy,trust,conversational,moderate,0.4,informative,0.78,0.05,0.72,0.82
7547485522994662670,Keri Fay,tiktok,0.75,positive,joy,anticipation,casual,moderate,0.2,inspirational,0.7,0.05,0.8,0.75
7550443987757305143,Keri Fay,tiktok,0.75,positive,joy,trust,conversational,moderate,0.2,persuasive,0.55,0.05,0.75,0.82
7551805526426914061,Keri Fay,tiktok,0.85,very_positive,anticipation,joy,casual,high,0.2,persuasive,0.65,0.05,0.82,0.88
7552195688797359373,Keri Fay,tiktok,0.75,very_positive,joy,trust,conversational,high,0.2,informative,0.72,0.05,0.8,0.78
7553023080675724599,Keri Fay,tiktok,0.75,positive,anticipation,joy,conversational,high,0.1,persuasive,0.55,0.05,0.8,0.82
7553670264148610317,Keri Fay,tiktok,0.8,very_positive,joy,anticipation,conversational,high,0.4,entertaining,0.65,0.05,0.85,0.78
7554423629899992333,Keri Fay,tiktok,0.75,positive,joy,anticipation,casual,moderate,0.25,persuasive,0.58,0.15,0.78,0.82
7556798599208717623,Keri Fay,tiktok,0.75,positive,joy,anticipation,casual,high,0.7,entertaining,0.8,0.0,0.85,0.72
7557838022239145229,Keri Fay,tiktok,0.72,positive,joy,surprise,casual,high,0.65,entertaining,0.78,0.05,0.82,0.85
7558593391882161422,Keri Fay,tiktok,0.85,very_positive,joy,anticipation,casual,high,0.2,persuasive,0.65,0.05,0.8,0.82
7559234908988656910,Keri Fay,tiktok,0.75,positive,joy,anticipation,casual,high,0.2,persuasive,0.55,0.1,0.8,0.82
7559601198207225101,Keri Fay,tiktok,0.8,very_positive,joy,anticipation,conversational,high,0.2,persuasive,0.65,0.05,0.8,0.82
7560055947561815310,Keri Fay,tiktok,0.15,neutral,surprise,joy,conversational,high,0.7,entertaining,0.75,0.45,0.82,0.78
7561947741505572151,Keri Fay,tiktok,0.65,positive,joy,anticipation,conversational,high,0.65,entertaining,0.72,0.05,0.78,0.78
7563809061322444045,Keri Fay,tiktok,0.75,very_positive,joy,anticipation,casual,high,0.3,entertaining,0.55,0.05,0.8,0.72
7564526907467844919,Keri Fay,tiktok,0.75,positive,joy,anticipation,conversational,high,0.15,persuasive,0.55,0.05,0.72,0.82
7566382062643465486,Keri Fay,tiktok,0.65,positive,anticipation,joy,conversational,high,0.3,informative,0.65,0.05,0.8,0.72
7570024317690416398,Keri Fay,tiktok,0.72,positive,anticipation,joy,conversational,high,0.2,persuasive,0.55,0.1,0.68,0.82
7571228112474737933,Keri Fay,tiktok,0.82,very_positive,joy,trust,conversational,very_high,0.25,persuasive,0.68,0.05,0.8,0.88
7572334453951860023,Keri Fay,tiktok,0.75,very_positive,joy,anticipation,conversational,high,0.2,persuasive,0.55,0.05,0.85,0.82
7573819483677003022,Keri Fay,tiktok,0.75,positive,joy,anticipation,casual,very_high,0.8,entertaining,0.85,0.05,0.9,0.88
MS4wLjABAAAAWK434l4I2OEq_JL36yL0Z4HygDVmM60Trgh9fH3i3d6V6NKDx12x,Keri Fay,tiktok,0.0,neutral,unknown,unknown,unknown,unknown,0.0,unknown,0.0,0.0,0.0,0.05
7463236008100908331,lexlivinglife - NJ Eats,tiktok,0.85,very_positive,joy,anticipation,casual,very_high,0.35,persuasive,0.75,0.05,0.82,0.88
7465833877605551402,lexlivinglife - NJ Eats,tiktok,0.85,very_positive,joy,anticipation,conversational,high,0.15,persuasive,0.72,0.0,0.88,0.89
7470308277247692074,lexlivinglife - NJ Eats,tiktok,0.85,very_positive,joy,trust,conversational,high,0.15,persuasive,0.65,0.05,0.8,0.82
7475495344344665387,lexlivinglife - NJ Eats,tiktok,0.85,very_positive,joy,anticipation,casual,high,0.15,persuasive,0.72,0.05,0.82,0.88
7477713446453251370,lexlivinglife - NJ Eats,tiktok,0.92,very_positive,joy,trust,conversational,high,0.35,persuasive,0.85,0.02,0.82,0.87
7481405298880695595,lexlivinglife - NJ Eats,tiktok,0.92,very_positive,joy,trust,casual,high,0.7,entertaining,0.88,0.0,0.89,0.92
7483666837255965998,lexlivinglife - NJ Eats,tiktok,0.85,very_positive,joy,trust,conversational,high,0.2,persuasive,0.75,0.05,0.82,0.88
7485146050005601582,lexlivinglife - NJ Eats,tiktok,0.85,very_positive,joy,anticipation,casual,high,0.3,persuasive,0.75,0.0,0.88,0.82
7488192222475898158,lexlivinglife - NJ Eats,tiktok,0.85,very_positive,joy,anticipation,casual,very_high,0.2,informative,0.8,0.05,0.85,0.82
7490235023312932138,lexlivinglife - NJ Eats,tiktok,0.85,very_positive,joy,anticipation,casual,very_high,0.3,persuasive,0.75,0.0,0.82,0.84
7490583074065976619,lexlivinglife - NJ Eats,tiktok,0.65,positive,joy,anticipation,casual,moderate,0.2,entertaining,0.75,0.0,0.7,0.72
7492182523313720619,lexlivinglife - NJ Eats,tiktok,0.85,very_positive,joy,trust,casual,high,0.15,informative,0.75,0.05,0.85,0.82
7494406737353592106,lexlivinglife - NJ Eats,tiktok,0.85,very_positive,joy,anticipation,conversational,high,0.2,persuasive,0.78,0.05,0.82,0.88
7497016030120807726,lexlivinglife - NJ Eats,tiktok,0.85,very_positive,joy,trust,casual,high,0.15,persuasive,0.78,0.02,0.82,0.88
7497691952415018286,lexlivinglife - NJ Eats,tiktok,0.75,very_positive,joy,trust,casual,high,0.75,entertaining,0.8,0.05,0.85,0.85
7498472903911001390,lexlivinglife - NJ Eats,tiktok,0.82,very_positive,joy,anticipation,conversational,high,0.25,entertaining,0.78,0.05,0.88,0.82
7500376770835664170,lexlivinglife - NJ Eats,tiktok,0.65,positive,joy,surprise,casual,high,0.8,entertaining,0.75,0.15,0.85,0.82
7502508068236741930,lexlivinglife - NJ Eats,tiktok,0.85,very_positive,joy,trust,conversational,very_high,0.65,entertaining,0.8,0.05,0.78,0.84
7507085288234339630,lexlivinglife - NJ Eats,tiktok,0.75,positive,joy,surprise,conversational,high,0.2,informative,0.8,0.05,0.75,0.85
7510004718144474410,lexlivinglife - NJ Eats,tiktok,0.85,very_positive,joy,trust,casual,high,0.6,entertaining,0.75,0.05,0.8,0.78
7512581621057473834,lexlivinglife - NJ Eats,tiktok,0.85,very_positive,joy,anticipation,conversational,very_high,0.35,entertaining,0.7,0.05,0.88,0.88
7520412753287286029,lexlivinglife - NJ Eats,tiktok,0.85,very_positive,joy,anticipation,conversational,very_high,0.15,persuasive|entertaining,0.7,0.05,0.82,0.87
7522224799561649463,lexlivinglife - NJ Eats,tiktok,0.85,very_positive,joy,surprise,conversational,high,0.3,persuasive,0.75,0.05,0.82,0.88
7524439691337288973,lexlivinglife - NJ Eats,tiktok,0.85,very_positive,joy,anticipation,conversational,high,0.2,persuasive,0.75,0.05,0.82,0.88
7525201786789956919,lexlivinglife - NJ Eats,tiktok,0.85,very_positive,joy,anticipation,conversational,high,0.2,persuasive,0.75,0.05,0.82,0.88
7525590040580328759,lexlivinglife - NJ Eats,tiktok,0.92,very_positive,joy,anticipation,conversational,very_high,0.3,persuasive,0.78,0.05,0.89,0.92
7526245537058688269,lexlivinglife - NJ Eats,tiktok,0.85,very_positive,joy,anticipation,casual,high,0.15,persuasive,0.72,0.05,0.82,0.87
7527438423821454647,lexlivinglife - NJ Eats,tiktok,0.85,very_positive,joy,anticipation,conversational,high,0.15,persuasive,0.72,0.02,0.78,0.88
7527838673451142413,lexlivinglife - NJ Eats,tiktok,0.85,very_positive,joy,anticipation,casual,very_high,0.2,entertaining,0.65,0.05,0.82,0.78
7528187215952792845,lexlivinglife - NJ Eats,tiktok,0.85,very_positive,joy,anticipation,casual,high,0.15,informative,0.78,0.0,0.92,0.88
7531740219230473485,lexlivinglife - NJ Eats,tiktok,0.85,very_positive,anticipation,joy,conversational,high,0.3,entertaining,0.8,0.05,0.88,0.87
7531894008235314446,lexlivinglife - NJ Eats,tiktok,0.65,positive,joy,anticipation,casual,high,0.8,entertaining,0.75,0.1,0.85,0.87
7532139343251508494,lexlivinglife - NJ Eats,tiktok,0.85,very_positive,joy,trust,conversational,high,0.3,persuasive,0.8,0.05,0.82,0.87
7536328759385918733,lexlivinglife - NJ Eats,tiktok,0.85,very_positive,joy,anticipation,conversational,high,0.2,persuasive|entertaining,0.75,0.05,0.82,0.85
7537445795046493453,lexlivinglife - NJ Eats,tiktok,0.85,very_positive,joy,anticipation,conversational,high,0.15,persuasive,0.78,0.05,0.82,0.88
7543788135818300686,lexlivinglife - NJ Eats,tiktok,0.85,very_positive,joy,anticipation,conversational,very_high,0.3,entertaining,0.72,0.05,0.88,0.85
7549980508583775501,lexlivinglife - NJ Eats,tiktok,0.85,very_positive,joy,anticipation,conversational,very_high,0.4,entertaining,0.65,0.05,0.88,0.88
7551189378253507895,lexlivinglife - NJ Eats,tiktok,0.85,very_positive,trust,joy,conversational,high,0.1,persuasive,0.78,0.05,0.72,0.87
7551586901870824718,lexlivinglife - NJ Eats,tiktok,0.75,positive,joy,trust,casual,high,0.4,entertaining,0.6,0.15,0.8,0.7
7557205176797482254,lexlivinglife - NJ Eats,tiktok,0.85,very_positive,anticipation,joy,casual,high,0.25,persuasive,0.7,0.05,0.8,0.88
7557856624203861262,lexlivinglife - NJ Eats,tiktok,0.85,very_positive,joy,anticipation,conversational,high,0.2,persuasive,0.72,0.1,0.82,0.88
7558240338431708430,lexlivinglife - NJ Eats,tiktok,0.65,positive,joy,surprise,casual,high,0.8,entertaining,0.75,0.35,0.85,0.72
7558600590100598071,lexlivinglife - NJ Eats,tiktok,0.82,very_positive,joy,trust,conversational,high,0.1,persuasive,0.75,0.05,0.78,0.82
7559339552683363639,lexlivinglife - NJ Eats,tiktok,0.85,very_positive,joy,anticipation,casual,high,0.3,persuasive,0.75,0.15,0.82,0.88
7569467090516626743,lexlivinglife - NJ Eats,tiktok,0.85,very_positive,joy,trust,conversational,high,0.2,persuasive,0.78,0.05,0.82,0.82
7571232920820616462,lexlivinglife - NJ Eats,tiktok,0.85,very_positive,joy,anticipation,casual,high,0.2,persuasive,0.78,0.05,0.82,0.87
7573013799234571533,lexlivinglife - NJ Eats,tiktok,0.85,very_positive,joy,anticipation,professional,very_high,0.3,persuasive,0.65,0.05,0.88,0.92
7573317327844904247,lexlivinglife - NJ Eats,tiktok,0.92,very_positive,joy,trust,conversational,high,0.35,persuasive,0.82,0.05,0.88,0.89
7573445291064495374,lexlivinglife - NJ Eats,tiktok,0.78,very_positive,joy,trust,conversational,moderate,0.25,inspirational,0.68,0.05,0.82,0.84
7574109262004161806,lexlivinglife - NJ Eats,tiktok,0.65,positive,joy,trust,casual,moderate,0.2,entertaining,0.65,0.05,0.6,0.72
MS4wLjABAAAA6K0dgx5KVgCouC3nBWF3rdylo5vFuMsabqmlD3YzTH911j8ap7oc,lexlivinglife - NJ Eats,tiktok,0.0,neutral,unknown,unknown,conversational,unknown,0.0,unknown,0.0,0.0,0.0,0.05
7449133029085416750,Lynn Hazan-Bush lynnhazan_,tiktok,0.0,neutral,unable_to_determine,unable_to_determine,unknown,unknown,0.0,unknown,0.0,0.0,0.0,0.05
7450950850593393966,Lynn Hazan-Bush lynnhazan_,tiktok,0.75,positive,joy,trust,casual,high,0.85,entertaining,0.82,0.05,0.88,0.87
7450993127600737582,Lynn Hazan-Bush lynnhazan_,tiktok,0.75,positive,joy,surprise,casual,high,0.8,entertaining,0.85,0.15,0.85,0.82
7451771038842752302,Lynn Hazan-Bush lynnhazan_,tiktok,-0.65,negative,sadness,fear,casual,low,0.35,entertaining,0.85,0.05,0.75,0.78
7452842255058062638,Lynn Hazan-Bush lynnhazan_,tiktok,0.0,neutral,unknown,unknown,unknown,unknown,0.0,unknown,0.0,0.0,0.0,0.0
7453208360343571755,Lynn Hazan-Bush lynnhazan_,tiktok,0.65,positive,anticipation,sadness,conversational,high,0.05,inspirational,0.75,0.72,0.78,0.82
7455782452724763947,Lynn Hazan-Bush lynnhazan_,tiktok,0.85,very_positive,joy,trust,casual,high,0.3,persuasive,0.7,0.05,0.8,0.82
7461041030666718506,Lynn Hazan-Bush lynnhazan_,tiktok,0.0,neutral,unknown,unknown,unknown,unknown,0.0,unknown,0.0,0.0,0.0,0.05
7464686291364482347,Lynn Hazan-Bush lynnhazan_,tiktok,0.75,positive,joy,anticipation,conversational,high,0.8,entertaining,0.75,0.15,0.85,0.72
7469828033000639787,Lynn Hazan-Bush lynnhazan_,tiktok,0.0,neutral,unknown,unknown,unknown,unknown,0.0,unknown,0.0,0.0,0.0,0.05
7478674234127191342,Lynn Hazan-Bush lynnhazan_,tiktok,0.85,very_positive,joy,surprise,casual,very_high,0.8,entertaining,0.75,0.15,0.82,0.88
7478811814462246190,Lynn Hazan-Bush lynnhazan_,tiktok,0.82,very_positive,joy,surprise,casual,high,0.4,informative,0.75,0.25,0.8,0.82
7481313703942704430,Lynn Hazan-Bush lynnhazan_,tiktok,0.65,positive,joy,surprise,casual,high,0.8,entertaining,0.7,0.1,0.75,0.65
7481769630697065774,Lynn Hazan-Bush lynnhazan_,tiktok,0.6,positive,joy,anticipation,casual,high,0.6,entertaining,0.65,0.35,0.75,0.58
7483536911500365099,Lynn Hazan-Bush lynnhazan_,tiktok,0.75,positive,joy,anticipation,casual,high,0.1,inspirational,0.65,0.6,0.7,0.62
7484257796863872302,Lynn Hazan-Bush lynnhazan_,tiktok,0.35,positive,surprise,joy,conversational,high,0.65,entertaining,0.75,0.55,0.8,0.82
7488874141827779886,Lynn Hazan-Bush lynnhazan_,tiktok,0.0,neutral,unknown,unknown,unknown,unknown,0.0,unknown,0.0,0.0,0.0,0.0
7498740929273187630,Lynn Hazan-Bush lynnhazan_,tiktok,0.0,neutral,anticipation,surprise,casual,moderate,0.3,entertaining,0.4,0.3,0.6,0.35
7499508588679990574,Lynn Hazan-Bush lynnhazan_,tiktok,0.85,very_positive,joy,trust,casual,high,0.15,inspirational,0.65,0.7,0.8,0.72
7499924283259440427,Lynn Hazan-Bush lynnhazan_,tiktok,0.45,positive,joy,surprise,casual,high,0.75,entertaining,0.65,0.25,0.8,0.7
7502475932003798314,Lynn Hazan-Bush lynnhazan_,tiktok,0.75,positive,joy,trust,casual,moderate,0.65,inspirational,0.75,0.2,0.8,0.78
7503979948454055214,Lynn Hazan-Bush lynnhazan_,tiktok,0.75,positive,joy,anticipation,conversational,high,0.8,entertaining,0.85,0.05,0.88,0.82
7504341281301138731,Lynn Hazan-Bush lynnhazan_,tiktok,0.0,neutral,unknown,unknown,unknown,unknown,0.0,unknown,0.0,0.0,0.0,0.05
7504710222049660206,Lynn Hazan-Bush lynnhazan_,tiktok,-0.15,neutral,trust,joy,casual,moderate,0.65,entertaining,0.75,0.05,0.8,0.72
7505511113384054059,Lynn Hazan-Bush lynnhazan_,tiktok,0.75,positive,joy,trust,conversational,moderate,0.4,entertaining,0.75,0.15,0.82,0.72
7506555356076707114,Lynn Hazan-Bush lynnhazan_,tiktok,0.3,positive,anticipation,joy,casual,high,0.75,entertaining,0.65,0.35,0.85,0.88
7508880834565311786,Lynn Hazan-Bush lynnhazan_,tiktok,0.85,very_positive,joy,trust,conversational,high,0.65,entertaining,0.8,0.05,0.85,0.88
7511388518267276590,Lynn Hazan-Bush lynnhazan_,tiktok,0.85,very_positive,joy,anticipation,conversational,high,0.3,informative|persuasive|entertaining,0.75,0.05,0.8,0.88
7511803274257878315,Lynn Hazan-Bush lynnhazan_,tiktok,0.65,positive,joy,anticipation,conversational,high,0.62,persuasive,0.72,0.35,0.78,0.83
7519323972505292087,Lynn Hazan-Bush lynnhazan_,tiktok,0.75,positive,joy,anticipation,casual,high,0.7,entertaining,0.6,0.5,0.8,0.72
7521369065282129207,Lynn Hazan-Bush lynnhazan_,tiktok,0.85,very_positive,joy,anticipation,conversational,very_high,0.3,entertaining,0.75,0.05,0.88,0.83
7526649092726869303,Lynn Hazan-Bush lynnhazan_,tiktok,0.15,neutral,anticipation,surprise,casual,moderate,0.35,entertaining,0.65,0.3,0.7,0.55
7527318745845337399,Lynn Hazan-Bush lynnhazan_,tiktok,-0.35,negative,surprise,fear,casual,high,0.75,entertaining,0.65,0.4,0.85,0.72
7529541185363365133,Lynn Hazan-Bush lynnhazan_,tiktok,0.75,positive,joy,trust,casual,moderate,0.3,persuasive,0.55,0.2,0.65,0.68
7529968076998085943,Lynn Hazan-Bush lynnhazan_,tiktok,0.65,positive,anticipation,joy,casual,high,0.4,entertaining,0.65,0.05,0.7,0.5
7532919661168545038,Lynn Hazan-Bush lynnhazan_,tiktok,0.65,positive,anticipation,joy,casual,very_high,0.75,entertaining,0.6,0.35,0.85,0.78
7533265545232190734,Lynn Hazan-Bush lynnhazan_,tiktok,0.65,positive,anticipation,anger,conversational,very_high,0.05,inspirational,0.8,0.85,0.9,0.82
7535077163960143159,Lynn Hazan-Bush lynnhazan_,tiktok,-0.35,negative,sadness,anticipation,casual,low,0.45,entertaining,0.75,0.05,0.8,0.7
7545927749131717943,Lynn Hazan-Bush lynnhazan_,tiktok,0.85,very_positive,joy,surprise,casual,very_high,0.75,entertaining,0.78,0.15,0.88,0.82
7547495279423917326,Lynn Hazan-Bush lynnhazan_,tiktok,0.65,positive,joy,surprise,casual,high,0.65,entertaining,0.72,0.25,0.8,0.68
7548487108256599351,Lynn Hazan-Bush lynnhazan_,tiktok,0.85,very_positive,joy,anticipation,conversational,very_high,0.4,entertaining,0.75,0.05,0.88,0.82
7554373987476753719,Lynn Hazan-Bush lynnhazan_,tiktok,0.75,positive,joy,anticipation,casual,high,0.6,entertaining,0.7,0.1,0.8,0.65
7563295299184151822,Lynn Hazan-Bush lynnhazan_,tiktok,0.0,neutral,unknown,unknown,unknown,unknown,0.0,unknown,0.0,0.0,0.0,0.0
7563397687274507534,Lynn Hazan-Bush lynnhazan_,tiktok,0.85,very_positive,joy,surprise,casual,very_high,0.4,entertaining,0.75,0.05,0.8,0.72
7564113967367359799,Lynn Hazan-Bush lynnhazan_,tiktok,0.85,very_positive,joy,trust,casual,high,0.2,inspirational,0.65,0.05,0.8,0.7
7567011765012155703,Lynn Hazan-Bush lynnhazan_,tiktok,0.85,very_positive,joy,trust,casual,high,0.5,entertaining,0.75,0.05,0.8,0.82
7567462021537467662,Lynn Hazan-Bush lynnhazan_,tiktok,0.85,very_positive,joy,anticipation,casual,very_high,0.6,entertaining,0.7,0.35,0.85,0.75
7567462214970428686,Lynn Hazan-Bush lynnhazan_,tiktok,0.0,neutral,anticipation,trust,casual,moderate,0.0,informative,0.5,0.1,0.4,0.3
7567462402271333646,Lynn Hazan-Bush lynnhazan_,tiktok,0.0,neutral,unknown,unknown,unknown,unknown,0.0,unknown,0.0,0.0,0.0,0.05
7571147577777753358,Lynn Hazan-Bush lynnhazan_,tiktok,0.75,positive,joy,trust,casual,high,0.75,entertaining,0.8,0.0,0.85,0.78
MS4wLjABAAAAYm04jRg3ljs5HpDKIuSq8EdenKW5pz6f3GThHxYzFNf9coyF3wp0,Lynn Hazan-Bush lynnhazan_,tiktok,0.0,neutral,unable_to_determine,unable_to_determine,unknown,unknown,0.0,unknown,0.0,0.0,0.0,0.05
7512611243295919403,madewithsaz0n Elena Gergis,tiktok,0.82,very_positive,joy,anticipation,conversational,very_high,0.35,persuasive,0.6,0.25,0.78,0.85
7513610868043631915,madewithsaz0n Elena Gergis,tiktok,0.85,very_positive,joy,anticipation,casual,very_high,0.75,entertaining,0.8,0.05,0.9,0.88
7514459386845203754,madewithsaz0n Elena Gergis,tiktok,0.75,positive,anticipation,joy,casual,high,0.2,persuasive,0.65,0.05,0.75,0.72
7514459488368364846,madewithsaz0n Elena Gergis,tiktok,0.85,very_positive,joy,anticipation,conversational,high,0.25,persuasive,0.7,0.05,0.9,0.88
7514869225559969070,madewithsaz0n Elena Gergis,tiktok,0.65,positive,anticipation,joy,casual,high,0.3,persuasive,0.55,0.15,0.75,0.82
7517809994012609806,madewithsaz0n Elena Gergis,tiktok,0.75,positive,joy,anticipation,casual,high,0.2,persuasive,0.45,0.15,0.7,0.92
7518583390325542199,madewithsaz0n Elena Gergis,tiktok,0.85,very_positive,joy,anticipation,casual,high,0.7,persuasive,0.72,0.05,0.8,0.82
7519302350247349559,madewithsaz0n Elena Gergis,tiktok,0.75,positive,anticipation,joy,casual,high,0.2,persuasive,0.65,0.05,0.72,0.82
7519694793165901111,madewithsaz0n Elena Gergis,tiktok,0.75,positive,anticipation,joy,casual,high,0.4,entertaining,0.65,0.05,0.8,0.72
7520790654398614797,madewithsaz0n Elena Gergis,tiktok,0.85,very_positive,joy,anticipation,casual,very_high,0.4,persuasive,0.75,0.0,0.88,0.88
7523753938005265677,madewithsaz0n Elena Gergis,tiktok,0.85,very_positive,joy,anticipation,casual,very_high,0.2,persuasive,0.7,0.05,0.8,0.92
7524154134539324727,madewithsaz0n Elena Gergis,tiktok,0.85,very_positive,joy,anticipation,casual,very_high,0.3,persuasive,0.65,0.05,0.8,0.88
7524511353021746487,madewithsaz0n Elena Gergis,tiktok,0.85,very_positive,joy,anticipation,casual,high,0.3,persuasive,0.65,0.0,0.8,0.78
7524906262606138679,madewithsaz0n Elena Gergis,tiktok,0.85,very_positive,joy,anticipation,casual,high,0.4,entertaining,0.75,0.05,0.88,0.87
7524906846436609294,madewithsaz0n Elena Gergis,tiktok,0.85,very_positive,joy,anticipation,conversational,high,0.2,persuasive,0.8,0.0,0.75,0.88
7525951008070028599,madewithsaz0n Elena Gergis,tiktok,0.75,very_positive,joy,trust,conversational,high,0.8,entertaining,0.78,0.05,0.82,0.85
7526331068614446350,madewithsaz0n Elena Gergis,tiktok,0.85,very_positive,joy,surprise,casual,very_high,0.65,entertaining,0.75,0.15,0.88,0.82
7527477225440988430,madewithsaz0n Elena Gergis,tiktok,0.85,very_positive,joy,anticipation,casual,very_high,0.3,entertaining,0.72,0.05,0.88,0.82
7528233507080981815,madewithsaz0n Elena Gergis,tiktok,0.85,very_positive,joy,trust,casual,high,0.3,entertaining,0.85,0.0,0.88,0.82
7529340996551855373,madewithsaz0n Elena Gergis,tiktok,0.65,positive,joy,anticipation,casual,very_high,0.8,entertaining,0.7,0.35,0.8,0.72
7530082926088817934,madewithsaz0n Elena Gergis,tiktok,0.85,very_positive,joy,anticipation,casual,very_high,0.25,persuasive,0.7,0.05,0.85,0.82
7530482636117036301,madewithsaz0n Elena Gergis,tiktok,0.75,positive,trust,joy,conversational,moderate,0.1,informative,0.75,0.05,0.8,0.82
7531850247497059597,madewithsaz0n Elena Gergis,tiktok,0.82,very_positive,joy,anticipation,conversational,high,0.6,informative,0.78,0.05,0.82,0.87
7533800264587824439,madewithsaz0n Elena Gergis,tiktok,0.85,very_positive,joy,anticipation,casual,very_high,0.4,persuasive,0.7,0.05,0.88,0.83
7534904991723556110,madewithsaz0n Elena Gergis,tiktok,0.85,very_positive,joy,anticipation,conversational,very_high,0.3,entertaining,0.82,0.05,0.9,0.88
7535292778192882957,madewithsaz0n Elena Gergis,tiktok,0.85,very_positive,joy,anticipation,casual,high,0.4,entertaining,0.7,0.05,0.85,0.85
7537756658131356942,madewithsaz0n Elena Gergis,tiktok,0.82,very_positive,joy,trust,conversational,high,0.25,persuasive,0.72,0.1,0.78,0.88
7542686602338798862,madewithsaz0n Elena Gergis,tiktok,0.85,very_positive,joy,anticipation,casual,high,0.3,entertaining,0.8,0.05,0.85,0.72
7544090198540291342,madewithsaz0n Elena Gergis,tiktok,0.75,positive,anticipation,trust,conversational,moderate,0.15,persuasive,0.65,0.0,0.72,0.78
7544580436840795405,madewithsaz0n Elena Gergis,tiktok,0.75,very_positive,joy,trust,casual,high,0.8,entertaining,0.7,0.1,0.85,0.72
